[Comments]
Sample name	2462
Comment
User
Division
Company	ETHZ

[Detailed Information]
Creation date	18/01/2021 10:08
Date modified	18/01/2021 10:08

Data array type	Linear data array
Horizontal axis	Wavenumber [cm-1]
Vertical axis	%T
Start	499.955 cm-1
End	4500.08 cm-1
Data interval	0.482117 cm-1
Data points	8298    

[Measurement Information]
Model Name	FT/IR-4100typeA
Serial Number	B111161016

Accessory	ATR PRO ONE
Accessory S/N	B131461809
Incident angle	45 deg

Measurement Date	18/01/2021 09:13

Light Source	Standard
Detector	TGS
Accumulation	32
Resolution	2 cm-1
Zero Filling	On
Apodization	Cosine
Gain	Auto (32)
Aperture	Auto (5 mm)
Scanning Speed	Auto (2 mm/sec)
Filter	Auto (30000 Hz)
TITLE	2462
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	21/01/18
TIME	10:08:34
SPECTROMETER/DATA SYSTEM	
LOCALE	8192
RESOLUTION	
DELTAX	0.482117
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  499.9551
LASTX	 4500.0776
NPOINTS	    8298
FIRSTY	    87.70611
MAXY	   102.01318
MINY	    47.16140
XYDATA
499.9550	87.7061
500.4372	86.91
500.9193	86.0269
501.4014	85.1954
501.8835	84.5814
502.3656	84.3237
502.8477	84.4641
503.3299	84.9184
503.8120	85.5178
504.2941	86.0834
504.7762	86.4841
505.2583	86.6661
505.7404	86.6585
506.2226	86.5545
506.7047	86.4594
507.1868	86.4248
507.6689	86.4163
508.1510	86.3435
508.6331	86.1199
509.1153	85.7075
509.5974	85.1309
510.0795	84.4698
510.5616	83.8348
511.0437	83.3237
511.5258	82.9722
512.0080	82.7238
512.4901	82.441
512.9722	81.96
513.4543	81.1714
513.9365	80.091
514.4186	78.876
514.9007	77.7702
515.3828	77.0137
515.8649	76.7604
516.3470	77.0232
516.8292	77.6573
517.3113	78.4127
517.7934	79.0513
518.2755	79.4564
518.7576	79.6545
519.2397	79.7523
519.7219	79.8467
520.2040	79.9535
520.6861	79.9888
521.1682	79.8153
521.6503	79.3363
522.1324	78.5804
522.6146	77.7173
523.0967	76.983
523.5788	76.5527
524.0609	76.4447
524.5430	76.5037
525.0251	76.4623
525.5073	76.0577
525.9894	75.1599
526.4715	73.826
526.9536	72.2241
527.4357	70.5055
527.9178	68.756
528.4000	67.0453
528.8821	65.4968
529.3642	64.3003
529.8463	63.6497
530.3284	63.6496
530.8105	64.2646
531.2927	65.3419
531.7748	66.6687
532.2569	68.0165
532.7390	69.1631
533.2211	69.9142
533.7032	70.1458
534.1854	69.8564
534.6675	69.1977
535.1496	68.4547
535.6317	67.9729
536.1138	68.0604
536.5959	68.9019
537.0781	70.5127
537.5602	72.7414
538.0423	75.3179
538.5244	77.93
539.0065	80.3081
539.4886	82.29
539.9708	83.8452
540.4529	85.048
540.9350	86.0151
541.4171	86.838
541.8992	87.5498
542.3813	88.1374
542.8635	88.5811
543.3456	88.8851
543.8277	89.0788
544.3098	89.1946
544.7919	89.2475
545.2740	89.2361
545.7562	89.1663
546.2383	89.0761
546.7204	89.0367
547.2025	89.1206
547.6846	89.3559
548.1667	89.6954
548.6489	90.0239
549.1310	90.2054
549.6131	90.1523
550.0952	89.8804
550.5773	89.5143
551.0594	89.2311
551.5416	89.1676
552.0237	89.3459
552.5058	89.659
552.9879	89.9265
553.4700	89.9903
553.9521	89.7995
554.4343	89.4324
554.9164	89.0414
555.3985	88.7603
555.8806	88.6351
556.3627	88.6191
556.8448	88.6262
557.3270	88.6001
557.8091	88.5502
558.2912	88.5315
558.7733	88.5913
559.2554	88.7236
559.7375	88.8659
560.2197	88.9371
560.7018	88.8935
561.1839	88.7607
561.6660	88.6199
562.1481	88.5594
562.6302	88.6231
563.1124	88.787
563.5945	88.9765
564.0766	89.1147
564.5587	89.1742
565.0408	89.1968
565.5229	89.267
566.0051	89.4544
566.4872	89.7614
566.9693	90.111
567.4514	90.3865
567.9335	90.5001
568.4156	90.4438
568.8978	90.2874
569.3799	90.1249
569.8620	90.0095
570.3441	89.9253
570.8262	89.8136
571.3083	89.6304
571.7905	89.386
572.2726	89.141
572.7547	88.966
573.2368	88.9004
573.7189	88.9397
574.2010	89.0537
574.6832	89.2133
575.1653	89.401
575.6474	89.6014
576.1295	89.7885
576.6116	89.9296
577.0938	90.0029
577.5759	90.0095
578.0580	89.9622
578.5401	89.8624
579.0222	89.69
579.5043	89.4204
579.9865	89.0619
580.4686	88.6792
580.9507	88.3749
581.4328	88.2312
581.9149	88.2596
582.3970	88.3993
582.8792	88.5599
583.3613	88.6741
583.8434	88.7244
584.3255	88.7292
584.8076	88.7077
585.2897	88.6531
585.7719	88.5398
586.2540	88.3565
586.7361	88.1324
587.2182	87.9339
587.7003	87.8317
588.1824	87.8593
588.6646	87.9898
589.1467	88.1474
589.6288	88.2455
590.1109	88.224
590.5930	88.069
591.0751	87.8095
591.5573	87.5012
592.0394	87.2029
592.5215	86.9562
593.0036	86.7751
593.4857	86.6488
593.9678	86.55
594.4500	86.4468
594.9321	86.313
595.4142	86.139
595.8963	85.9368
596.3784	85.7357
596.8605	85.5692
597.3427	85.4566
597.8248	85.3876
598.3069	85.3151
598.7890	85.1598
599.2711	84.8285
599.7532	84.2416
600.2354	83.3636
600.7175	82.2283
601.1996	80.9461
601.6817	79.6878
602.1638	78.6477
602.6459	77.9951
603.1281	77.8273
603.6102	78.1342
604.0923	78.7921
604.5744	79.594
605.0565	80.3133
605.5386	80.7721
606.0208	80.8865
606.5029	80.6754
606.9850	80.2394
607.4671	79.7271
607.9492	79.2988
608.4313	79.0931
608.9135	79.1966
609.3956	79.6272
609.8777	80.3349
610.3598	81.2226
610.8419	82.1736
611.3240	83.0778
611.8062	83.8469
612.2883	84.4217
612.7704	84.7731
613.2525	84.9046
613.7346	84.8572
614.2167	84.7088
614.6989	84.5575
615.1810	84.4853
615.6631	84.5119
616.1452	84.5643
616.6273	84.4877
617.1094	84.1194
617.5916	83.4099
618.0737	82.5119
618.5558	81.7435
619.0379	81.4352
619.5200	81.7704
