[Comments]
Sample name	20c94-34-45
Comment
User
Division
Company	ETH Zurich

[Detailed Information]
Creation date	21/12/2020 15:57

Data array type	Linear data array
Horizontal axis	Wavenumber [cm-1]
Vertical axis	%T
Start	599.753 cm-1
End	4500.08 cm-1
Data interval	0.482117 cm-1
Data points	8091    

[Measurement Information]
Model Name	FT/IR-4100typeA
Serial Number	B111161016

Accessory	ATR PRO ONE
Accessory S/N	B131461809

Measurement Date	21/12/2020 15:57

Light Source	Standard
Detector	TGS
Accumulation	32
Resolution	2 cm-1
Zero Filling	On
Apodization	Cosine
Gain	Auto (16)
Aperture	Auto (5 mm)
Scanning Speed	Auto (2 mm/sec)
Filter	Auto (30000 Hz)



TITLE	20c94-34-45
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/12/21
TIME	15:57:27
SPECTROMETER/DATA SYSTEM	
LOCALE	8192
RESOLUTION	
DELTAX	0.482117
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  599.7532
LASTX	 4500.0776
NPOINTS	    8091
FIRSTY	    97.44372
MAXY	   103.79514
MINY	    82.26508
XYDATA
599.7532	97.4437
600.2354	97.7436
600.7175	97.9166
601.1996	97.9875
601.6817	98.0055
602.1638	97.996
602.6459	97.9432
603.1281	97.8153
603.6102	97.6079
604.0923	97.3693
604.5744	97.1794
605.0565	97.0941
605.5386	97.0998
606.0208	97.1161
606.5029	97.0481
606.9850	96.8517
607.4671	96.5667
607.9492	96.2948
608.4313	96.1386
608.9135	96.1443
609.3956	96.2849
609.8777	96.4862
610.3598	96.6729
610.8419	96.8036
611.3240	96.8792
611.8062	96.9325
612.2883	97.0084
612.7704	97.146
613.2525	97.3627
613.7346	97.6388
614.2167	97.9142
614.6989	98.1049
615.1810	98.1397
615.6631	97.9991
616.1452	97.7337
616.6273	97.4471
617.1094	97.2451
617.5916	97.1804
618.0737	97.2304
618.5558	97.3268
619.0379	97.4058
619.5200	97.4355
620.0021	97.4107
620.4843	97.3397
620.9664	97.2426
621.4485	97.1602
621.9306	97.1528
622.4127	97.2732
622.8948	97.5291
623.3770	97.8619
623.8591	98.166
624.3412	98.3406
624.8233	98.3464
625.3054	98.2229
625.7875	98.0521
626.2697	97.8994
626.7518	97.7818
627.2339	97.6875
627.7160	97.6181
628.1981	97.6095
628.6802	97.7086
629.1624	97.9247
629.6445	98.1975
630.1266	98.4145
630.6087	98.4714
631.0908	98.3348
631.5729	98.0628
632.0551	97.7701
632.5372	97.5644
633.0193	97.4968
633.5014	97.5515
633.9835	97.6697
634.4656	97.7869
634.9478	97.8619
635.4299	97.8856
635.9120	97.8733
636.3941	97.8504
636.8762	97.8401
637.3583	97.8576
637.8405	97.9066
638.3226	97.975
638.8047	98.0341
639.2868	98.0435
639.7689	97.9679
640.2510	97.7952
640.7332	97.5456
641.2153	97.2628
641.6974	96.993
642.1795	96.7645
642.6616	96.5829
643.1437	96.442
643.6259	96.3418
644.1080	96.2962
644.5901	96.3247
645.0722	96.4334
645.5543	96.6014
646.0364	96.7859
646.5186	96.9409
647.0007	97.0374
647.4828	97.0728
647.9649	97.0674
648.4470	97.0517
648.9291	97.0525
649.4113	97.0813
649.8934	97.1293
650.3755	97.1704
650.8576	97.1744
651.3397	97.1241
651.8218	97.0298
652.3040	96.9297
652.7861	96.8716
653.2682	96.8857
653.7503	96.9678
654.2324	97.086
654.7145	97.2056
655.1967	97.3144
655.6788	97.4282
656.1609	97.572
656.6430	97.7513
657.1251	97.9354
657.6072	98.0662
658.0894	98.0871
658.5715	97.9764
659.0536	97.7646
659.5357	97.5215
660.0178	97.3208
660.4999	97.2025
660.9821	97.1592
661.4642	97.1477
661.9463	97.1207
662.4284	97.0586
662.9105	96.9841
663.3926	96.9468
663.8748	96.9864
664.3569	97.0994
664.8390	97.2389
665.3211	97.346
665.8032	97.3823
666.2853	97.3398
666.7675	97.2412
667.2496	97.1575
667.7317	97.2556
668.2138	97.6991
668.6959	98.2139
669.1780	98.4384
669.6602	98.4342
670.1423	98.3308
670.6244	98.1803
671.1065	98.0014
671.5886	97.8197
672.0707	97.6814
672.5529	97.6372
673.0350	97.7052
673.5171	97.8463
673.9992	97.9763
674.4813	98.0154
674.9634	97.9405
675.4456	97.8046
675.9277	97.7027
676.4098	97.709
676.8919	97.8278
677.3740	97.992
677.8561	98.1089
678.3383	98.1209
678.8204	98.0403
679.3025	97.9354
679.7846	97.88
680.2667	97.9042
680.7488	97.9784
681.2310	98.0392
681.7131	98.0357
682.1952	97.9621
682.6773	97.8573
683.1594	97.7747
683.6415	97.7472
684.1237	97.7705
684.6058	97.8149
685.0879	97.8507
685.5700	97.868
686.0521	97.8756
686.5342	97.8838
687.0164	97.8895
687.4985	97.8784
687.9806	97.8424
688.4627	97.7953
688.9448	97.7702
689.4269	97.7943
689.9091	97.8609
690.3912	97.9242
690.8733	97.9241
691.3554	97.8253
691.8375	97.6428
692.3196	97.4373
692.8018	97.285
693.2839	97.2385
693.7660	97.3057
694.2481	97.4544
694.7302	97.6378
695.2123	97.8166
695.6945	97.9677
696.1766	98.077
696.6587	98.1316
697.1408	98.1205
697.6229	98.0444
698.1050	97.9237
698.5872	97.7939
699.0693	97.6922
699.5514	97.6416
700.0335	97.6469
700.5156	97.7004
700.9977	97.7931
701.4799	97.9194
701.9620	98.0728
702.4441	98.2369
702.9262	98.3812
703.4083	98.467
703.8904	98.4629
704.3726	98.3603
704.8547	98.1797
705.3368	97.965
705.8189	97.7682
706.3010	97.6326
706.7831	97.5798
707.2653	97.6035
707.7474	97.6718
708.2295	97.7357
708.7116	97.7468
709.1937	97.6769
709.6758	97.5322
710.1580	97.3536
710.6401	97.1988
711.1222	97.1141
711.6043	97.1092
712.0864	97.1484
712.5685	97.165
713.0507	97.0935
713.5328	96.9027
714.0149	96.6119
714.4970	96.2817
714.9791	95.9831
715.4612	95.7657
715.9434	95.6396
716.4255	95.5788
716.9076	95.5411
717.3897	95.4899
717.8718	95.4057
718.3539	95.2821
718.8361	95.1156
719.3182	94.9001
719.8003	94.6314
720.2824	94.3163
720.7645	93.9764
721.2466	93.6378
721.7288	93.3177
722.2109	93.0197
722.6930	92.7395
723.1751	92.4728
723.6572	92.2175
724.1393	91.9708
724.6215	91.725
725.1036	91.4703
725.5857	91.2037
726.0678	90.9374
726.5499	90.6973
727.0320	90.5088
727.5142	90.3774
727.9963	90.2791
728.4784	90.1691
728.9605	90.008
729.4426	89.787
729.9247	89.538
730.4069	89.3178
730.8890	89.1766
731.3711	89.1311
731.8532	89.1589
732.3353	89.2185
732.8174	89.2811
733.2996	89.3509
733.7817	89.4612
734.2638	89.6472
734.7459	89.9165
735.2280	90.2374
735.7101	90.5539
736.1923	90.8184
736.6744	91.0199
737.1565	91.1886
737.6386	91.3752
738.1207	91.62
738.6028	91.9306
739.0850	92.2807
739.5671	92.6258
740.0492	92.9253
740.5313	93.1586
741.0134	93.331
741.4955	93.468
741.9777	93.6041
742.4598	93.7684
742.9419	93.9738
743.4240	94.2122
743.9061	94.4603
744.3882	94.6917
744.8704	94.8903
745.3525	95.0563
745.8346	95.201
746.3167	95.3346
746.7988	95.4578
747.2809	95.5622
747.7631	95.6408
748.2452	95.6991
748.7273	95.7577
749.2094	95.8444
749.6915	95.9793
750.1736	96.1623
750.6558	96.3721
751.1379	96.5744
751.6200	96.7378
752.1021	96.8469
752.5842	96.9073
753.0663	96.9404
753.5485	96.9719
754.0306	97.0202
754.5127	97.0909
754.9948	97.1786
755.4769	97.2723
755.9590	97.3613
756.4412	97.4365
756.9233	97.4901
757.4054	97.5154
757.8875	97.5096
758.3696	97.476
758.8517	97.4242
759.3339	97.3658
759.8160	97.3086
760.2981	97.2571
760.7802	97.2187
761.2623	97.2121
761.7444	97.2661
762.2266	97.4058
762.7087	97.6295
763.1908	97.8943
763.6729	98.124
764.1550	98.2424
764.6371	98.2139
765.1193	98.0666
765.6014	97.8782
766.0835	97.7352
766.5656	97.6876
767.0477	97.7292
767.5298	97.8127
768.0120	97.8857
768.4941	97.9231
768.9762	97.9341
769.4583	97.9423
769.9404	97.9606
770.4225	97.9807
770.9047	97.9859
771.3868	97.9729
771.8689	97.9638
772.3510	97.9933
772.8331	98.0829
773.3152	98.2214
773.7974	98.3695
774.2795	98.4868
774.7616	98.5587
775.2437	98.6039
775.7258	98.6536
776.2079	98.7212
776.6901	98.7866
777.1722	98.8102
777.6543	98.7671
778.1364	98.6746
778.6185	98.5899
779.1006	98.5764
779.5828	98.6638
780.0649	98.8272
780.5470	99.0011
781.0291	99.1155
781.5112	99.1318
781.9933	99.0555
782.4755	98.9227
782.9576	98.7754
783.4397	98.6431
783.9218	98.54
784.4039	98.4707
784.8860	98.437
785.3682	98.4389
785.8503	98.4729
786.3324	98.5321
786.8145	98.6076
787.2966	98.6901
787.7787	98.7673
788.2609	98.8212
788.7430	98.8316
789.2251	98.7883
789.7072	98.7041
790.1893	98.6183
790.6714	98.5817
791.1536	98.6296
791.6357	98.7588
792.1178	98.9229
792.5999	99.0525
793.0820	99.0892
793.5641	99.0142
794.0463	98.8531
794.5284	98.6559
795.0105	98.4675
795.4926	98.3063
795.9747	98.1644
796.4568	98.0241
796.9390	97.8796
797.4211	97.7461
797.9032	97.6509
798.3853	97.6126
798.8674	97.6254
799.3495	97.6583
799.8317	97.6722
800.3138	97.6401
800.7959	97.5567
801.2780	97.4328
801.7601	97.2807
802.2422	97.1063
802.7244	96.9145
803.2065	96.7215
803.6886	96.56
804.1707	96.4685
804.6528	96.4702
805.1349	96.5572
805.6171	96.6946
806.0992	96.8412
806.5813	96.9734
807.0634	97.0934
807.5455	97.2182
808.0276	97.3593
808.5098	97.5096
808.9919	97.65
809.4740	97.7659
809.9561	97.8602
810.4382	97.9505
810.9203	98.0522
811.4025	98.1627
811.8846	98.2597
812.3667	98.3165
812.8488	98.3226
813.3309	98.2949
813.8130	98.2691
814.2952	98.2785
814.7773	98.3336
815.2594	98.4155
815.7415	98.4873
816.2236	98.5153
816.7057	98.4872
817.1879	98.4174
817.6700	98.3362
818.1521	98.2724
818.6342	98.2398
819.1163	98.2336
819.5984	98.2376
820.0806	98.2359
820.5627	98.2204
821.0448	98.191
821.5269	98.1502
822.0090	98.098
822.4911	98.0317
822.9733	97.95
823.4554	97.8566
823.9375	97.7591
824.4196	97.6638
824.9017	97.5714
825.3839	97.4785
825.8660	97.3836
826.3481	97.2925
826.8302	97.2162
827.3123	97.1628
827.7944	97.1276
828.2766	97.091
828.7587	97.0263
829.2408	96.9119
829.7229	96.7435
830.2050	96.5371
830.6871	96.3244
831.1693	96.1429
831.6514	96.0214
832.1335	95.9681
832.6156	95.9634
833.0977	95.9655
833.5798	95.9281
834.0620	95.8239
834.5441	95.6584
835.0262	95.4649
835.5083	95.2823
835.9904	95.1303
836.4725	95.0005
836.9547	94.8693
837.4368	94.7203
837.9189	94.5589
838.4010	94.4072
838.8831	94.2839
839.3652	94.1874
839.8474	94.0964
840.3295	93.9868
840.8116	93.8533
841.2937	93.7163
841.7758	93.6109
842.2579	93.5658
842.7401	93.5872
843.2222	93.6575
843.7043	93.7486
844.1864	93.8396
844.6685	93.9277
845.1506	94.0264
845.6328	94.1522
846.1149	94.3089
846.5970	94.4803
847.0791	94.6362
847.5612	94.7499
848.0433	94.8163
848.5255	94.8584
849.0076	94.9172
849.4897	95.0298
849.9718	95.2105
850.4539	95.4456
850.9360	95.7041
851.4182	95.9568
851.9003	96.189
852.3824	96.4026
852.8645	96.6082
853.3466	96.8143
853.8287	97.022
854.3109	97.2259
854.7930	97.4175
855.2751	97.5897
855.7572	97.7393
856.2393	97.8669
856.7214	97.9759
857.2036	98.0689
857.6857	98.1452
858.1678	98.2014
858.6499	98.2346
859.1320	98.2485
859.6141	98.2559
860.0963	98.2745
860.5784	98.3183
861.0605	98.389
861.5426	98.4749
862.0247	98.5584
862.5068	98.6264
862.9890	98.6768
863.4711	98.718
863.9532	98.7615
864.4353	98.8143
864.9174	98.8761
865.3995	98.9418
865.8817	99.0064
866.3638	99.0688
866.8459	99.1315
867.3280	99.1968
867.8101	99.262
868.2922	99.3155
868.7744	99.3385
869.2565	99.3133
869.7386	99.2342
870.2207	99.1172
870.7028	98.9989
871.1849	98.9238
871.6671	98.9223
872.1492	98.9944
872.6313	99.1053
873.1134	99.2
873.5955	99.2286
874.0776	99.1698
874.5598	99.0391
875.0419	98.8778
875.5240	98.731
876.0061	98.6268
876.4882	98.5679
876.9703	98.5378
877.4525	98.515
877.9346	98.4872
878.4167	98.4566
878.8988	98.4367
879.3809	98.4415
879.8630	98.4757
880.3452	98.5294
880.8273	98.5809
881.3094	98.6048
881.7915	98.5826
882.2736	98.5104
882.7557	98.3998
883.2379	98.2732
883.7200	98.1549
884.2021	98.0623
884.6842	98.0018
885.1663	97.9697
885.6484	97.9566
886.1306	97.9514
886.6127	97.9443
887.0948	97.9271
887.5769	97.8926
888.0590	97.8366
888.5411	97.7599
889.0233	97.6693
889.5054	97.5762
889.9875	97.4917
890.4696	97.4213
890.9517	97.3619
891.4338	97.304
891.9160	97.2367
892.3981	97.1549
892.8802	97.064
893.3623	96.9794
893.8444	96.9212
894.3265	96.9053
894.8087	96.9339
895.2908	96.9919
895.7729	97.0511
896.2550	97.0827
896.7371	97.0721
897.2192	97.0277
897.7014	96.9776
898.1835	96.9545
898.6656	96.9783
899.1477	97.0441
899.6298	97.1251
900.1119	97.1871
900.5941	97.2065
901.0762	97.1802
901.5583	97.1228
902.0404	97.0539
902.5225	96.9857
903.0046	96.9176
903.4868	96.8411
903.9689	96.7509
904.4510	96.6524
904.9331	96.562
905.4152	96.4975
905.8973	96.4658
906.3795	96.4566
906.8616	96.4455
907.3437	96.4077
907.8258	96.3322
908.3079	96.2299
908.7900	96.1281
909.2722	96.0552
909.7543	96.0248
910.2364	96.0292
910.7185	96.0443
911.2006	96.0445
911.6827	96.0146
912.1649	95.9557
912.6470	95.8801
913.1291	95.8041
913.6112	95.7412
914.0933	95.7007
914.5754	95.6882
915.0576	95.7054
915.5397	95.7489
916.0218	95.8098
916.5039	95.8762
916.9860	95.9383
917.4681	95.993
917.9503	96.0427
918.4324	96.0917
918.9145	96.1406
919.3966	96.1858
919.8787	96.2233
920.3608	96.2531
920.8430	96.2805
921.3251	96.313
921.8072	96.3545
922.2893	96.4033
922.7714	96.4533
923.2535	96.4977
923.7357	96.532
924.2178	96.5546
924.6999	96.5666
925.1820	96.5735
925.6641	96.5874
926.1462	96.6263
926.6284	96.7066
927.1105	96.8337
927.5926	96.9939
928.0747	97.1576
928.5568	97.2929
929.0389	97.3828
